HVAC,Light,Appliance,Misc.,Outdoor equipment
653047.1499,21622.48327,259926.6119,83777.96873,27731.51775
652644.6529,21622.48327,259926.6119,83777.96873,27731.51775
652259.6197,21622.48327,259926.6119,83777.96873,27731.51775
651884.7295,21622.48327,259926.6119,83777.96873,27731.51775
651503.046,21622.48327,259926.6119,83777.96873,27731.51775
651124.7768,21622.48327,259926.6119,83777.96873,27731.51775
650746.8554,21622.48327,259926.6119,83777.96873,27731.51775
650369.5264,21622.48327,259926.6119,83777.96873,27731.51775
649987.7503,21622.48327,259926.6119,83777.96873,27731.51775
649600.1183,21622.48327,259926.6119,83777.96873,27731.51775
649212.7879,21622.48327,259926.6119,83777.96873,27731.51775
648825.8973,21622.48327,259926.6119,83777.96873,27731.51775
648464.7536,21622.48327,259926.6119,83777.96873,27731.51775
648116.8061,21622.48327,259926.6119,83777.96873,27731.51775
647779.4847,21622.48327,259926.6119,83777.96873,27731.51775
647433.6332,21622.48327,259926.6119,83777.96873,27731.51775
647068.6284,21622.48327,259926.6119,83777.96873,27731.51775
646781.0791,21622.48327,259926.6119,83777.96873,27731.51775
646366.2575,21622.48327,259926.6119,83777.96873,27731.51775
646068.4155,21622.48327,259926.6119,83777.96873,27731.51775
645694.2417,21622.48327,259926.6119,83777.96873,27731.51775
645343.0289,21622.48327,259926.6119,83777.96873,27731.51775
644988.5728,21622.48327,259926.6119,83777.96873,27731.51775
644633.8825,21622.48327,259926.6119,83777.96873,27731.51775
644279.1513,21622.48327,259926.6119,83777.96873,27731.51775
643924.3535,21622.48327,259926.6119,83777.96873,27731.51775
643569.5153,21622.48327,259926.6119,83777.96873,27731.51775
643214.6541,21622.48327,259926.6119,83777.96873,27731.51775
642837.3742,21622.48327,259926.6119,83777.96873,27731.51775
642537.7178,21622.48327,259926.6119,83777.96873,27731.51775
642110.6793,21622.48327,259926.6119,83777.96873,27731.51775
641808.423,21622.48327,259926.6119,83777.96873,27731.51775
641433.3834,21622.48327,259926.6119,83777.96873,27731.51775
641080.9968,21622.48327,259926.6119,83777.96873,27731.51775
640725.1227,21622.48327,259926.6119,83777.96873,27731.51775
640369.1593,21622.48327,259926.6119,83777.96873,27731.51775
640013.0839,21622.48327,259926.6119,83777.96873,27731.51775
639656.8177,21622.48327,259926.6119,83777.96873,27731.51775
